customer_id,age,region,tenure_months,gender,email_opt_in,loyalty_points,loyalty_tier_encoded,total_orders,total_spent,avg_order_value,median_order_value,max_order_value,discount_rate_mean,pct_orders_discounted,recency_days,days_since_first_order,orders_last_3m,orders_last_1m,distinct_products,category_diversity,category_share_electronics,category_share_apparel,category_share_grocery,category_share_home,returns_count,returns_rate,complaint_count,satisfaction_score,email_open_rate,email_click_rate,website_sessions_3m,app_sessions_3m,avg_delivery_days,on_time_rate,future_3m_spend,churn_90d
1098,61,West,13,F,1,47,0,0,0.0,28.18,15.78,53.93,0.364,0.443,178,401,0,0,6,1,0.432,0.4,0.145,0.023,2,1.0,3,3.78,0.484,0.114,0,5,3.4,0.622,0.0,1
1099,29,South,30,F,0,0,2,0,0.0,92.44,93.61,165.34,0.274,0.319,140,901,0,0,4,1,0.374,0.102,0.264,0.259,0,0.0,1,7.55,,,0,1,2.52,0.861,24.08,0
1100,33,North,25,F,1,0,0,0,0.0,61.71,74.86,110.48,0.586,0.671,182,751,0,0,2,1,0.251,0.33,0.3,0.119,0,0.0,2,6.53,0.193,0.0,0,0,3.08,0.728,9.58,1
1101,43,South,34,F,1,60,1,1,79.13,83.8,87.75,103.95,0.361,0.386,73,1014,3,1,10,2,0.142,0.266,0.354,0.238,0,0.0,1,8.34,,0.023,0,0,2.46,0.746,65.87,0
1102,36,West,21,F,1,134,0,1,15.29,14.13,5.0,87.23,0.366,0.45,200,636,0,0,2,1,0.282,0.369,0.126,0.223,3,1.0,3,4.45,0.527,0.115,1,2,5.75,0.622,0.0,1
1103,38,East,30,F,1,607,2,10,865.45,,94.2,156.34,0.287,0.362,81,890,3,2,10,1,0.219,0.289,0.319,0.174,1,0.1,3,6.87,0.47,0.169,0,1,2.37,0.896,160.66,0
1104,52,East,37,F,1,0,1,0,0.0,61.63,67.99,80.41,0.476,0.538,95,1117,1,0,5,2,0.468,0.154,0.106,0.271,2,1.0,3,3.82,0.441,0.131,0,3,4.92,0.563,0.0,0
1105,18,West,16,F,1,349,1,3,433.91,134.38,142.38,180.89,0.456,0.489,73,486,4,2,8,1,0.395,0.167,0.313,0.126,1,0.333,1,7.68,,0.223,5,1,2.69,0.82,103.64,0
1106,32,North,27,M,0,0,1,1,65.87,61.4,70.46,62.66,0.419,0.458,151,807,0,0,4,4,0.333,0.22,0.289,0.159,2,1.0,2,3.3,,,0,0,4.29,0.539,0.0,1
1107,19,East,1,M,0,24,0,4,183.2,50.88,46.54,82.98,0.454,0.501,208,40,0,0,4,1,0.324,0.31,0.0,0.365,3,0.75,4,2.6,,,1,3,5.01,0.568,0.0,1
1108,25,South,32,M,1,0,0,0,0.0,11.18,19.65,43.42,0.579,0.592,133,973,0,0,8,1,0.135,0.467,0.267,0.131,0,0.0,1,9.11,0.432,0.151,4,0,2.01,0.931,7.33,1
1109,68,North,47,M,1,0,0,0,0.0,36.47,31.31,68.29,0.402,0.449,236,1424,0,0,2,3,0.4,0.231,0.164,0.206,3,1.0,1,,0.059,0.0,0,2,4.13,0.776,0.0,1
1110,47,North,9,M,0,201,2,5,572.44,116.3,106.85,188.53,0.273,0.338,54,272,4,1,1,1,0.414,0.152,0.219,0.214,3,0.6,4,,,,2,2,3.34,0.65,70.43,0
1111,51,West,23,M,1,0,0,1,46.5,50.71,44.08,63.99,0.358,0.411,120,687,0,0,4,1,0.319,0.251,0.108,0.322,0,0.0,0,10.0,0.203,0.0,1,3,3.23,0.973,25.67,0
1112,39,North,35,M,1,0,1,1,100.56,93.5,99.05,129.03,0.6,0.598,80,1037,3,1,9,2,0.17,0.331,0.321,0.178,1,1.0,0,8.4,0.427,0.127,0,0,3.16,0.706,22.55,0
1113,49,South,24,F,1,201,1,1,72.83,72.27,68.99,127.36,0.3,0.337,47,731,3,3,6,1,0.272,0.268,0.36,0.101,1,1.0,0,7.49,0.746,0.278,0,5,2.34,0.769,35.7,0
1114,18,South,26,F,1,79,0,3,222.32,68.54,80.35,82.24,0.233,0.287,141,779,0,0,3,1,0.135,0.367,0.296,0.203,3,1.0,0,5.98,0.225,0.001,3,2,4.14,0.722,25.16,1
1115,52,North,19,F,1,277,1,1,70.43,66.69,75.6,89.02,0.449,0.477,82,579,2,0,6,1,0.243,0.337,0.072,0.347,0,0.0,0,10.0,0.755,0.198,3,1,1.7,1.0,75.07,0
1116,30,South,19,M,1,181,1,2,164.32,76.1,81.5,138.41,0.272,0.332,121,566,1,1,5,4,0.249,0.128,0.336,0.286,3,1.0,0,,0.304,0.0,2,1,3.35,0.625,5.16,1
1117,33,East,23,M,1,1108,2,20,2807.66,128.83,139.87,195.73,0.185,0.21,0,689,8,2,14,3,0.224,0.137,0.333,0.306,1,0.05,1,9.87,0.68,0.33,1,5,2.62,1.0,337.55,0
1118,46,North,25,F,1,62,1,0,0.0,74.85,65.45,106.19,0.299,0.358,130,735,1,1,2,2,0.336,0.329,0.198,0.138,1,1.0,1,4.15,0.22,0.114,0,0,2.86,0.74,0.0,1
1119,43,North,10,F,0,0,0,0,0.0,57.96,65.61,115.11,0.46,0.544,115,295,0,0,6,1,0.419,0.39,0.116,0.075,2,1.0,3,,,,4,3,4.72,0.525,0.0,1
1120,41,East,23,F,1,138,2,4,377.73,103.32,107.91,174.45,0.345,0.377,70,696,6,1,7,1,0.32,0.151,0.436,0.093,0,0.0,1,8.86,0.35,0.157,2,1,1.8,0.835,97.6,1
1121,23,East,43,M,0,147,1,0,0.0,85.11,74.92,116.96,0.294,0.363,70,1285,1,0,2,1,0.391,0.119,0.242,0.248,0,0.0,0,8.77,,,3,0,3.49,0.851,102.56,0
1122,41,East,19,M,1,0,1,1,93.04,99.93,94.17,155.76,0.346,0.456,137,569,0,0,8,1,0.043,0.299,0.415,0.242,3,1.0,1,,0.266,0.002,3,2,4.06,0.617,5.18,1
1123,51,North,9,F,1,0,0,0,0.0,92.88,91.61,124.42,0.406,0.448,134,275,1,1,5,2,0.233,0.174,0.414,0.179,3,1.0,3,,0.434,0.109,0,1,4.62,0.649,0.0,1
1124,33,West,22,F,1,19,0,1,40.52,37.19,35.69,50.13,0.382,0.463,169,665,0,0,9,1,0.238,0.166,0.483,0.113,2,1.0,2,,0.469,0.124,0,1,4.41,0.829,,0
1125,55,South,15,M,1,374,2,6,495.06,89.27,88.94,129.34,0.309,0.331,23,463,4,2,4,1,0.276,0.293,0.23,0.201,2,0.333,0,6.87,0.736,0.414,2,0,3.01,0.861,,0
1126,29,East,8,M,1,0,0,1,28.85,30.46,25.5,65.57,0.351,0.413,233,238,0,0,8,1,0.314,0.268,0.088,0.33,5,1.0,4,,0.218,0.0,0,0,4.61,0.389,0.0,1
1127,40,North,26,M,1,95,1,0,0.0,81.03,92.86,102.5,0.238,0.271,79,770,4,1,5,1,0.461,0.1,0.214,0.226,1,1.0,3,5.81,0.552,0.092,3,2,2.6,0.937,11.78,0
1128,58,North,15,F,0,0,1,0,0.0,25.46,15.59,58.68,0.508,0.464,116,464,1,0,5,1,0.28,0.313,0.239,0.169,3,1.0,1,,,,0,3,3.65,0.649,0.0,0
1129,31,East,17,F,1,0,0,1,52.39,52.26,42.62,87.73,0.394,0.517,99,495,4,1,10,1,0.251,0.223,0.301,0.225,4,1.0,4,,0.574,0.209,1,0,4.4,0.593,0.0,0
1130,52,North,26,F,1,192,1,3,243.54,83.36,75.82,128.94,0.481,0.513,50,775,2,0,7,2,0.285,0.283,0.258,0.174,1,0.333,0,10.0,0.719,0.189,0,2,2.54,0.87,75.22,0
1131,63,North,6,M,1,122,0,1,26.18,27.24,22.15,88.03,0.287,0.361,149,168,1,1,5,2,0.066,0.242,0.405,0.286,1,1.0,1,,0.392,0.063,2,0,3.99,0.794,0.16,1
1132,42,East,3,M,0,87,0,4,214.92,52.0,46.3,112.82,0.249,0.287,103,93,0,0,7,1,0.319,0.233,0.344,0.103,1,0.25,0,10.0,,,3,2,3.1,1.0,34.85,0
1133,33,East,32,F,1,521,2,8,721.99,86.04,99.48,124.31,0.342,0.34,74,962,4,0,11,1,0.391,0.031,0.253,0.324,1,0.125,2,8.96,0.529,0.148,2,1,3.3,0.785,85.81,0
1134,30,East,1,M,1,0,0,2,130.86,68.31,63.05,97.38,0.314,0.427,107,30,2,1,4,3,0.339,0.195,0.129,0.336,1,0.5,2,7.08,0.473,0.12,0,4,3.99,0.777,8.43,1
1135,55,East,12,F,1,132,0,2,93.31,48.34,47.37,115.14,0.259,0.342,158,368,0,0,2,1,0.34,0.026,0.067,0.567,2,1.0,2,6.63,0.365,0.139,2,1,3.56,0.705,0.0,1
1136,55,South,2,O,1,389,1,3,230.1,77.32,67.22,115.33,0.362,0.369,58,72,2,0,4,1,0.443,0.347,0.198,0.012,1,0.333,1,7.4,0.386,0.154,2,4,2.27,0.896,73.78,0
1137,57,South,18,F,1,153,1,4,239.83,60.56,56.81,88.62,0.299,0.39,93,545,2,1,6,2,0.146,0.001,0.366,0.488,3,0.75,3,5.58,0.399,0.127,0,1,4.16,0.68,24.16,1
1138,39,West,29,F,1,124,0,1,62.98,58.94,63.75,102.34,0.6,0.731,144,874,0,0,3,1,0.177,0.324,0.438,0.061,1,1.0,3,4.36,0.344,0.07,4,2,3.64,0.689,0.0,1
1139,52,South,25,M,0,0,1,0,0.0,60.19,65.63,63.67,0.318,0.382,99,760,1,0,3,2,0.32,0.231,0.158,0.29,3,1.0,0,6.78,,,0,3,2.58,0.882,0.0,1
1140,39,East,53,M,1,164,2,3,171.73,52.24,60.12,82.85,0.301,0.399,44,1581,3,3,8,1,0.315,0.264,0.177,0.245,1,0.333,2,,0.527,0.282,4,3,3.21,0.74,81.85,0
1141,29,North,37,M,1,0,0,2,112.73,58.58,50.6,87.83,0.297,0.415,222,1111,0,0,7,2,0.021,0.368,0.355,0.256,0,0.0,1,8.01,0.118,0.0,1,0,3.02,0.826,13.35,1
1142,53,West,13,M,1,274,1,3,242.61,77.87,72.48,102.07,0.163,0.174,89,385,2,0,2,1,0.211,0.381,0.198,0.21,1,0.333,0,9.75,0.522,0.2,2,2,1.12,0.995,75.43,0
1143,59,North,10,F,1,74,0,4,164.03,38.99,45.53,86.59,0.311,0.391,133,289,1,1,7,1,0.544,0.199,0.153,0.104,3,0.75,0,5.39,0.366,0.104,1,0,2.86,0.722,12.54,1
1144,27,East,56,F,1,0,0,0,0.0,64.28,64.08,125.83,0.374,0.356,154,1694,0,0,9,1,0.227,0.187,0.404,0.181,2,1.0,2,4.93,0.166,0.0,1,2,2.89,0.725,0.0,1
1145,27,South,37,M,1,196,0,3,146.9,50.3,49.82,124.16,0.384,0.43,121,1103,2,0,6,2,0.239,0.532,0.178,0.051,2,0.667,2,4.71,0.522,0.169,0,3,4.23,0.712,3.53,0
1146,40,East,31,M,0,73,1,0,0.0,65.22,69.94,95.3,0.6,0.625,86,932,1,1,3,1,0.3,0.054,0.387,0.259,1,1.0,2,,,,4,0,2.53,0.803,19.12,0
1147,51,South,25,F,1,105,0,1,32.18,31.52,39.49,65.86,0.392,0.419,130,747,0,0,12,1,0.302,0.161,0.232,0.304,0,,1,7.42,0.611,0.156,4,1,3.7,0.804,8.26,0
1148,26,East,27,M,1,0,0,0,0.0,11.75,6.17,38.16,0.325,0.334,199,818,0,0,5,1,0.285,0.251,0.223,0.242,1,1.0,0,8.47,0.022,0.0,3,0,2.88,0.888,0.0,1
1149,42,North,6,M,1,279,1,2,159.54,83.83,83.0,134.6,0.264,0.27,29,186,7,1,5,1,0.341,0.267,0.26,0.133,1,0.5,2,6.46,,0.283,4,3,4.13,0.732,82.36,0
1150,32,South,26,F,1,0,0,3,61.41,21.16,20.2,23.81,0.515,0.509,171,777,0,0,8,1,0.258,0.396,0.162,0.185,3,1.0,1,,0.308,0.083,0,0,4.45,0.629,0.0,1
1151,48,West,25,F,1,20,1,0,0.0,95.68,87.93,127.89,0.386,0.353,103,746,1,0,3,1,0.38,0.209,0.201,0.21,2,1.0,0,7.2,0.65,0.135,0,0,3.17,0.852,1.49,0
1152,30,North,13,F,1,124,0,2,17.46,8.22,10.62,54.05,0.6,0.63,135,395,1,1,4,1,0.39,0.07,0.337,0.202,0,0.0,1,8.55,0.521,0.219,0,2,2.17,0.729,0.0,1
1153,49,North,18,F,1,0,0,0,0.0,20.89,16.58,48.43,0.557,0.536,189,526,0,0,4,1,0.078,0.327,0.392,0.203,1,1.0,3,4.71,0.321,0.033,0,0,3.15,0.653,0.0,1
1154,38,South,42,M,1,68,0,2,116.92,53.8,53.76,85.22,0.313,0.326,114,1265,1,0,9,1,0.276,0.22,0.298,0.206,2,1.0,0,,0.471,0.282,1,6,2.51,1.0,0.0,1
1155,28,West,22,F,1,28,1,3,292.02,94.91,100.11,154.74,0.34,0.343,120,675,2,1,10,1,0.338,0.107,0.19,0.365,2,0.667,2,,0.558,0.116,4,3,5.55,0.49,60.54,1
1156,40,North,49,F,1,0,0,0,0.0,70.1,72.25,108.97,0.255,0.232,197,1466,0,0,4,1,0.486,0.134,0.186,0.193,0,0.0,0,7.56,0.132,0.0,2,2,3.28,0.931,56.55,1
1157,18,North,3,M,0,104,0,2,84.16,44.76,37.66,108.65,0.396,0.462,72,93,3,2,2,1,0.443,0.16,0.096,0.301,3,1.0,3,3.69,,,2,2,3.66,0.58,0.0,0
1158,33,East,18,M,1,287,2,7,696.17,,96.71,167.82,0.338,0.392,54,532,4,1,7,2,0.345,0.273,0.228,0.153,1,0.143,1,9.59,0.307,0.043,3,0,1.2,1.0,143.28,0
1159,44,North,5,M,1,102,1,2,153.74,70.9,72.01,121.52,0.23,0.293,135,163,0,0,5,1,0.425,0.266,0.168,0.141,4,1.0,3,2.01,,0.024,0,0,5.05,0.547,0.0,0
1160,18,South,9,F,0,0,0,0,0.0,68.54,64.05,102.72,0.262,0.314,167,285,0,0,2,1,0.357,0.305,0.171,0.167,0,0.0,0,9.6,,,1,2,1.99,0.947,0.0,1
1161,18,West,14,M,1,173,0,0,0.0,7.65,5.0,79.28,0.596,0.677,182,422,0,0,6,1,0.357,0.238,0.208,0.196,1,1.0,1,4.92,0.502,0.104,1,4,2.92,0.765,0.0,0
1162,18,North,28,M,1,235,2,5,659.73,122.69,123.92,133.22,0.491,0.53,83,834,4,1,11,1,0.374,0.158,0.184,0.284,2,0.4,1,6.77,0.507,0.077,2,2,3.65,0.702,112.52,0
1163,55,East,27,F,0,0,0,0,0.0,34.14,22.97,43.11,0.493,0.622,114,816,1,1,8,1,0.285,0.292,0.202,0.222,2,1.0,0,8.16,,,3,1,4.84,0.754,0.0,0
1164,39,South,16,M,0,0,0,0,0.0,17.32,8.77,72.72,0.343,0.325,221,475,0,0,4,1,0.557,0.255,0.091,0.097,1,1.0,1,6.14,,,0,3,2.64,0.859,0.0,1
1165,33,West,1,F,1,5,1,3,194.98,61.42,51.15,150.9,0.232,0.207,102,30,3,1,3,1,0.338,0.256,0.361,0.045,1,0.333,1,,0.307,0.016,1,0,4.03,0.717,45.88,0
1166,51,West,42,M,1,478,2,9,1208.24,140.39,130.69,194.04,0.472,0.416,84,1252,4,0,12,3,0.195,0.347,0.339,0.12,3,0.333,2,4.05,0.344,0.102,0,0,4.1,0.673,154.05,0
1167,35,South,21,M,0,202,2,3,294.62,97.4,93.57,141.09,0.407,0.363,36,617,6,1,4,1,0.419,0.221,0.155,0.205,1,0.333,1,7.39,,,4,7,3.94,0.963,107.76,0
1168,43,East,11,M,1,152,1,0,0.0,70.69,79.19,101.36,0.355,0.382,112,318,0,0,0,2,0.191,0.491,0.159,0.16,3,1.0,3,2.85,0.527,0.157,0,3,5.12,0.64,0.0,1
1169,40,East,27,F,1,291,2,1,106.15,105.2,110.15,156.33,0.198,0.235,43,819,3,1,9,2,0.494,0.146,0.203,0.157,1,1.0,2,5.39,0.67,0.315,6,2,4.07,0.712,37.55,0
1170,34,South,26,M,1,0,1,1,77.0,83.51,92.49,146.67,0.29,0.388,100,794,1,1,3,1,0.084,0.299,0.353,0.264,0,0.0,0,10.0,0.554,0.025,5,3,1.65,1.0,89.85,0
1171,43,North,20,M,1,81,1,2,164.26,80.67,75.78,135.64,0.283,0.318,131,604,0,0,8,1,0.404,0.019,0.407,0.171,2,1.0,3,4.13,0.36,0.0,2,1,5.72,0.643,0.0,1
1172,49,West,26,M,1,0,1,0,0.0,65.29,49.2,106.54,0.332,0.459,104,773,2,0,3,3,0.196,0.372,0.261,0.171,0,,0,8.56,0.445,0.144,1,2,1.89,0.924,60.02,1
1173,37,South,10,F,1,86,0,0,0.0,49.63,44.85,110.3,0.326,0.389,116,304,0,0,1,1,0.41,0.191,0.168,0.231,3,1.0,2,5.01,0.449,0.194,4,2,3.78,0.662,0.0,1
1174,34,North,33,M,1,353,1,2,161.9,80.02,89.04,126.12,0.458,0.534,114,994,3,0,3,1,0.456,0.513,0.018,0.013,0,0.0,2,7.07,0.551,0.163,3,0,3.32,0.893,52.73,1
1175,35,West,12,F,1,335,0,3,100.65,30.55,27.4,80.75,0.344,0.438,99,361,2,1,0,1,0.189,0.277,0.474,0.059,1,0.333,1,6.61,0.388,0.321,2,4,3.48,0.878,6.51,0
1176,18,East,17,M,0,131,1,0,0.0,,41.36,100.95,0.446,0.477,114,502,0,0,1,1,0.14,0.535,0.193,0.132,1,1.0,0,7.69,,,2,6,2.82,0.851,0.0,0
1177,43,North,32,M,1,198,1,0,0.0,20.42,18.7,41.74,0.6,0.734,90,954,3,0,7,1,0.386,0.084,0.259,0.27,3,1.0,1,5.43,0.615,0.175,0,0,2.11,0.768,0.0,0
1178,25,North,38,F,1,36,0,3,183.81,56.98,62.56,96.53,0.315,0.385,117,1153,1,0,5,2,0.266,0.203,0.319,0.211,1,0.333,0,9.74,0.195,0.0,0,0,1.81,0.963,48.05,0
1179,47,South,43,F,1,0,1,2,71.68,37.92,44.56,80.19,0.411,0.544,162,1291,0,0,6,1,0.075,0.022,0.699,0.203,1,0.5,2,,0.258,0.0,1,2,4.61,0.763,0.0,1
1180,38,West,37,M,1,0,0,0,0.0,6.37,5.0,22.35,0.485,0.587,141,1100,0,0,7,1,0.331,0.305,0.27,0.094,2,1.0,2,5.0,0.367,0.132,1,0,3.79,0.754,0.0,1
1181,41,West,20,F,1,203,1,3,308.61,99.93,80.49,118.14,0.374,0.452,107,603,2,0,10,1,0.35,0.159,0.282,0.209,1,0.333,0,7.09,0.505,0.125,0,3,3.29,0.775,63.2,1
1182,48,South,6,M,0,164,2,2,191.4,97.44,102.68,124.93,0.278,0.31,94,165,0,0,9,2,0.167,0.274,0.374,0.185,1,0.5,2,,,,0,1,3.56,0.692,19.2,0
1183,28,West,41,M,1,395,1,5,390.39,74.65,72.95,135.48,0.475,0.521,85,1226,3,2,10,1,0.241,0.223,0.22,0.317,1,0.2,1,8.11,0.649,0.237,1,1,4.17,0.734,85.17,1
1184,44,South,40,M,1,0,0,0,0.0,30.43,35.68,66.52,0.429,0.496,166,1213,0,0,1,1,0.203,0.353,0.275,0.17,2,,1,5.51,0.42,0.0,0,0,2.49,0.696,0.0,1
1185,43,East,16,F,1,58,0,1,48.7,47.13,44.88,89.73,0.299,0.292,109,478,0,0,1,2,0.539,0.207,0.175,0.079,3,1.0,2,4.6,0.389,0.119,0,0,3.88,0.694,0.0,1
1186,37,South,35,M,1,60,1,1,76.06,77.3,81.46,123.47,0.389,0.326,81,1052,3,2,0,3,0.449,0.193,0.245,0.113,0,0.0,0,9.92,0.531,0.182,0,1,1.61,1.0,94.99,0
1187,28,South,20,M,1,0,0,0,0.0,,34.85,88.55,0.545,0.575,221,600,0,0,5,1,0.291,0.256,0.229,0.224,1,1.0,1,,0.194,0.0,0,0,4.8,0.656,0.0,1
1188,47,South,42,F,1,249,2,2,155.16,72.2,66.44,122.22,0.486,0.519,54,1260,4,1,9,3,0.224,0.329,0.238,0.209,1,0.5,1,,0.904,0.488,8,1,3.39,0.971,88.61,0
1189,48,North,18,F,0,191,1,1,78.63,85.96,82.78,127.31,0.475,0.551,146,535,0,0,5,1,0.476,0.056,0.185,0.283,0,0.0,0,9.03,,,5,2,3.01,0.881,50.06,1
1190,41,North,48,F,1,141,0,5,156.58,31.54,30.2,68.78,0.481,0.598,211,1432,0,0,8,1,0.272,0.109,0.162,0.456,1,0.2,1,7.21,0.124,0.0,0,0,4.26,0.799,24.48,1
1191,27,South,33,M,0,310,1,6,390.24,,72.61,129.61,0.261,0.31,126,1003,0,0,13,1,0.41,0.189,0.241,0.159,2,0.333,0,6.98,,,2,2,3.84,0.722,73.79,1
1192,33,West,46,M,1,88,0,0,0.0,30.35,28.98,60.5,0.359,0.35,113,1367,1,1,6,1,0.514,0.228,0.031,0.226,3,1.0,2,,0.51,0.114,0,1,5.15,0.605,,0
1193,39,West,18,F,1,30,0,3,116.45,41.06,32.49,108.26,0.383,0.434,110,553,2,2,5,2,0.388,0.348,0.139,0.125,3,,2,4.27,0.384,0.185,0,5,3.68,0.712,0.0,1
1194,48,West,29,M,0,75,1,0,0.0,59.81,73.13,88.39,0.256,0.314,74,866,4,2,0,1,0.237,0.314,0.243,0.206,4,1.0,4,3.76,,,0,0,3.44,0.519,0.0,1
1195,20,North,12,M,1,0,0,1,21.62,19.82,22.31,54.14,0.5,0.539,114,371,1,1,9,1,0.116,0.513,0.209,0.162,4,1.0,2,,0.633,0.245,0,5,5.23,0.638,0.0,0
1196,33,South,34,F,1,0,2,0,0.0,63.33,74.21,117.49,0.215,0.22,55,1024,2,2,4,2,0.315,0.245,0.235,0.205,3,1.0,3,3.11,0.442,0.219,1,0,6.32,0.618,0.0,0
1197,35,South,35,M,1,0,2,0,0.0,58.32,49.58,145.63,0.231,0.38,138,1044,1,0,6,1,0.2,0.273,0.277,0.25,1,1.0,0,9.55,0.555,0.139,0,0,1.5,1.0,7.19,1
1198,39,South,53,M,0,343,1,7,602.27,85.62,83.59,86.89,0.509,0.598,70,1583,3,2,2,1,0.497,0.073,0.233,0.197,0,0.0,0,8.44,,,3,3,4.08,0.832,154.01,0
1199,24,North,30,O,1,441,1,2,123.11,67.67,69.19,124.98,0.35,0.432,35,894,5,0,7,1,0.29,0.274,0.208,0.227,1,0.5,1,,0.778,0.309,2,4,2.3,0.794,60.19,0
1200,37,South,33,F,1,13,0,0,0.0,74.9,80.16,124.35,0.319,0.279,170,981,0,0,4,2,0.556,0.197,0.091,0.156,2,,0,7.38,0.22,0.0,1,0,2.14,0.772,0.44,1
1201,36,North,18,F,1,11,1,0,0.0,58.82,43.72,89.75,0.507,0.496,107,551,2,1,0,1,0.117,0.025,0.425,0.433,1,1.0,1,6.46,0.429,0.075,0,4,1.56,0.745,0.0,1
1202,27,West,30,M,1,0,0,0,0.0,51.02,36.16,98.2,0.424,0.397,138,915,0,0,1,1,0.177,0.251,0.362,0.21,0,0.0,0,9.03,0.392,0.11,2,1,3.44,0.999,49.2,0
1203,38,East,19,F,0,105,0,0,0.0,91.99,86.69,107.97,0.6,0.636,69,583,3,1,2,1,0.263,0.393,0.163,0.181,3,1.0,0,5.84,,,2,3,3.4,0.638,20.17,1
1204,33,South,25,M,1,0,0,1,59.1,60.96,65.33,85.1,0.6,0.709,145,762,0,0,3,1,0.384,0.057,0.51,0.048,1,1.0,0,4.65,0.131,0.0,1,2,6.2,0.783,10.52,1
1205,45,East,26,M,1,0,1,1,55.78,60.68,55.29,109.24,0.271,0.311,216,783,0,0,1,1,0.258,0.265,0.279,0.198,1,1.0,0,7.16,0.025,0.0,0,5,3.7,0.81,0.0,1
1206,29,North,20,M,1,234,1,2,124.27,66.84,65.83,86.68,0.481,0.515,103,593,2,0,5,1,0.27,0.309,0.296,0.125,3,1.0,3,4.08,0.568,0.185,2,1,5.35,0.582,0.0,0
1207,41,North,25,F,1,0,0,0,0.0,48.3,48.71,91.32,0.304,0.271,132,743,1,0,7,1,0.176,0.458,0.218,0.148,0,0.0,1,10.0,0.442,0.198,1,3,1.0,1.0,16.59,0
1208,30,South,19,M,1,0,1,0,0.0,39.82,33.19,66.54,0.344,0.409,68,585,4,1,6,1,0.331,0.227,0.28,0.162,2,1.0,1,7.42,0.555,0.33,3,3,3.27,0.701,,0
1209,32,West,19,F,1,0,0,0,0.0,33.45,45.16,64.38,0.469,0.494,201,583,0,0,3,2,0.527,0.203,0.176,0.094,0,0.0,1,7.94,0.295,0.0,1,0,2.44,0.767,,1
1210,43,North,37,M,1,657,2,9,621.51,71.88,65.52,133.4,0.275,0.38,48,1108,5,1,11,1,0.522,0.112,0.162,0.204,1,0.111,0,9.41,0.633,0.182,3,3,2.99,1.0,178.91,0
1211,42,East,26,M,1,366,1,1,31.2,31.65,15.13,48.35,0.401,0.411,25,783,6,2,13,1,0.394,0.427,0.156,0.023,0,0.0,0,9.48,0.776,0.511,4,4,2.46,0.903,66.86,0
1212,34,North,28,F,0,0,0,0,0.0,36.13,28.27,75.45,0.297,0.338,127,845,0,0,5,1,0.278,0.39,0.2,0.131,0,0.0,1,7.39,,,1,2,1.89,0.77,32.19,0
1213,36,South,7,F,0,0,0,0,0.0,35.81,29.14,85.38,0.455,0.475,173,195,0,0,1,1,0.541,0.285,0.137,0.038,2,1.0,2,,,,0,1,3.46,0.751,0.0,1
1214,22,North,29,M,1,327,1,5,420.05,77.12,78.51,122.29,0.182,0.214,132,872,1,0,7,1,0.069,0.193,0.421,0.317,2,0.4,4,4.3,0.497,0.014,0,3,4.21,0.614,22.61,0
1215,56,East,30,M,1,111,1,5,346.88,75.04,76.84,103.21,0.403,0.488,144,911,1,0,7,1,0.045,0.286,0.213,0.456,3,0.6,0,,0.426,0.139,1,3,4.73,0.817,34.63,1
1216,48,South,19,M,1,145,1,3,273.69,97.23,101.92,144.53,0.453,0.444,107,577,2,0,1,1,0.239,0.002,0.467,0.292,1,0.333,1,7.95,0.48,0.288,1,3,2.78,0.739,98.58,0
1217,47,East,49,M,0,0,0,0,0.0,46.11,61.14,65.51,0.34,0.38,149,1471,1,0,6,1,0.351,0.139,0.349,0.162,0,0.0,1,8.06,,,2,1,3.07,0.905,22.47,1
1218,20,North,1,F,0,192,2,2,148.62,68.32,68.54,98.58,0.488,0.536,41,30,5,4,4,1,0.255,0.398,0.171,0.176,1,0.5,0,8.36,,,5,5,1.8,0.851,39.12,0
1219,32,North,33,M,1,24,0,2,65.06,32.84,39.6,104.65,0.405,0.486,184,1002,0,0,8,1,0.112,0.245,0.439,0.204,2,1.0,1,5.57,0.285,0.026,3,1,4.36,0.671,0.0,1
1220,35,East,33,F,0,8,1,3,237.77,77.19,73.63,129.98,0.255,0.285,125,977,1,1,6,1,0.336,0.283,0.259,0.122,2,0.667,4,,,,0,1,4.35,0.62,14.48,0
1221,18,North,30,M,1,0,0,1,9.75,10.17,12.49,50.22,0.519,0.621,119,915,3,0,5,1,0.148,0.193,0.376,0.283,0,0.0,0,9.84,0.723,0.202,2,1,2.4,0.881,26.08,0
1222,50,North,26,F,0,0,0,0,0.0,35.69,32.91,84.69,0.373,0.322,186,783,0,0,8,1,0.365,0.122,0.216,0.297,0,0.0,1,7.88,,,0,0,2.92,1.0,25.09,0
1223,57,South,31,M,1,0,1,0,0.0,89.22,88.02,113.09,0.363,0.436,93,918,0,0,3,1,0.336,0.407,0.152,0.105,2,1.0,1,6.41,0.471,0.129,0,1,2.49,0.788,0.0,1
1224,64,East,34,M,1,447,2,6,410.66,70.1,71.43,115.73,0.363,0.412,0,1033,7,4,4,1,0.289,0.094,0.271,0.346,1,0.167,3,7.07,0.959,0.49,3,3,3.8,0.742,124.45,0
1225,27,East,15,F,1,127,0,1,48.78,48.36,56.23,79.34,0.432,0.53,111,459,3,2,5,2,0.433,0.22,0.295,0.052,2,1.0,0,7.73,,0.046,2,2,2.54,0.782,5.56,1
